_id,label,table1.id,table2.id,table1.name,table2.name,table1.description,table2.description,table1.price,table2.price
1071,0,483,961,sony red cyber-shot digital camera dscw170r,canon powershot a1000 is digital camera gray 3210b001,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,"canon powershot a1000 is 10 megapixel digital camera w / 4x optical zoom , 2.5 lcd , optical image stabilizer , & face detection gray",,
1072,0,1037,699,samsung 2.1 channel bluetooth home theater system htx710t,samsung ht-tz515 home theater system htz515/xaa,samsung 2.1 channel bluetooth home theater system htx710t built-in bluetooth wall mountable upscaling dvd player virtual surround sound toc tv matching design 400 watts total power 2.1 channel black finish,samsung 5 dvd hm theater wi-fi xm ready nic,,
1073,0,65,47,sanus 15 ' 40 ' flat panel tv black wall mount vm400b,sanus speaker mount wms3b black,sanus 15 ' 40 ' flat panel tv black wall mount vm400b virtual axis tilt adjustment system hinged arm extend from 3.5 ' to 20 ' durable powder coated black finish,plastic 8 lb,,
1074,0,847,686,samsung 46 ' series 8 lcd black flat panel hdtv ln46a860,samsung 4 series ln22a451 22 ' lcd tv,"samsung 46 ' series 8 lcd black flat panel hdtv ln46a860 touch of color design full 1080p high definition resolution 50,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers slim depth and narrow bezel black with blue finish","samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white",,399.0
1075,0,1019,485,linksys dual-band wireless-n notebook adapter wpc600n,linksys wga600n wireless gaming adapter,"linksys dual-band wireless-n notebook adapter wpc600n high-speed wireless-n ( draft 802.11 n ) networking mimo technology operates in the 2.4 and 5ghz radio bands connects to wireless-g , b , and a networks",54mbps,69.0,
1076,0,417,36,garmin 010-10723-02 carrying case 0101072302,garmin canvas deluxe carry case 010-10231-01,garmin 010-10723-02 carrying case 0101072302 compatible with garmin nuvi 350 black finish,top loading handle nylon black,,17.45
1077,0,1039,965,canon printer color ink cartridge cl211,canon cli-221 yellow ink cartridge 2949b001,"canon printer color ink cartridge cl211 fine technology for exceptional sharpness and detail new inks improve coloring , color gamut , and color fastness compatible with pixma mp480",yellow,20.99,11.99
1078,0,32,596,panasonic corded phone kxts3282b,panasonic dmr-ea18k dvd player/recorder,panasonic corded phone kxts3282b 2 phone lines call waiting 50-station caller id speakerphone 3-line lcd display black finish,"dvd + rw , dvd-rw , dvd-ram , dvd-r , dvd + r , cd-rw , secure digital ( sd ) dvd video , cd-da , mp3 , jpeg , divx , mpeg-2 , pcm playback progressive scan 14.33 hour recording",,
1079,0,884,1091,speck black toughskin case for iphone 3g iph3gblkts,case mate carbon fiber iphone 3g case black iph3gc-bcf,"speck black toughskin case for iphone 3g iph3gblkts tough , textured and ruggedized protection bottom hinges open to allow docking thicker corners for extra protection removable rotating belt clip lightweight design easy access to all ports & controls black finish ( iphone not included )",,34.0,28.08
1080,0,684,885,sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,sony bravia xbr series kdl-37xbr6 37 ' lcd tv kdl37xbr6,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish","37 ' active matrix tft atsc , ntsc , ntsc-m 16:9 1920 x 1080 surround hdtv 1080i , 1080p",,1197.66
1081,0,792,888,sony 7.1 channel black av receiver strdg920,sony str-dg820 a/v receiver strdg820,"sony 7.1 channel black av home theater receiver strdg920 770 watts total power ( 110w x 7 ) accepting resolutions up to 1080p via hdmi digital cinema auto calibration bravia sync digital cinema sound x.v.color , deep color and 1080/24p signal capability dolby digital , dolby digital ex , dolby pro logic ii , dolby pro logic iix , dts , dts-es , dts 96/24 , dts neo :6 decoding black finish","dolby digital , dolby pro logic ii , dts 96/24 , dts neo :6 , dolby digital ex , dolby pro logic iix , dolby pro logic , dts-es , digital cinema sound , dts",,318.72
1082,0,561,650,sony bravia home theater system davhdx275,samsung ht-z510 home theater system,sony bravia home theater system davhdx275 5.1 channel surround 1080p upscaling via hdmi 1000watts 5-disc dvd-cd player multi-room s-air technology bravia sync ipod cradle digital media port digital cinema auto calibration multi speaker formation black and silver finish,"dvd player , 5.1 speakers 5 disc ( s ) progressive scan 1200w rms dolby digital , dolby pro logic ii , dts",,321.55
1083,0,168,583,olympus lithium ion rechargeable battery li42b,canon bp-808 lithium ion camcorder battery pack 2740b002,"olympus li-42b lithium ion rechargeable battery li42b compatible with stylus 730 , 7200sw , 770se , 710 , 740 and fe230",lithium ion ( li-ion ) photo battery,,51.84
1084,1,502,553,sharp aquos 32 ' black lcd hdtv lc32d64u,sharp aquos lc-32d64u 32 ' lcd tv,"sharp aquos 32 ' black lcd hdtv lc32d64u 1920 x 1080p pixel resolution up to 60,000 hours lamp life built-in atsc/qam/ntsc tuner 10,000:1 dynamic contrast ratio 4ms response time 4-wavelength backlight system black finish","32 ' active matrix tft atsc , ntsc 135 channels 1920 x 1080 hdtv",,
1085,1,583,660,samsung 58 ' black flat panel series 5 plasma hdtv pn58a550,samsung pn58a550 58 ' plasma tv,"samsung 58 ' black flat panel series 5 plasma hdtv pn58a550 1920 x 1080 full hd resolution 1,000,000:1 dynamic contrast ratio filterbright anti-glare and anti burn-in technology built-in hdtv tuner ( atsc/ntsc ) with clear qam srs trusurround xt 3d hd ready swivel stand black finish","samsung pn58a550 58 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio piano black",,2294.9
1086,0,733,699,sony black component home theater system ht7200dh,samsung ht-tz515 home theater system htz515/xaa,sony black component home theater system ht7200dh 900 watts 5.1 channels hdmi 1080p output dvd player hdmi active intellegence av receiver 5 satellite speakers xm ready black finish,samsung 5 dvd hm theater wi-fi xm ready nic,499.0,
1087,1,634,525,weber premium black grill cover 7550,weber premium cover for genesis sivler a grills & spirit e-200 series,"weber premium black grill cover 7550 heavy-duty vinyl compatible with spirit e-200 series , spirit 500 and genesis silver a gas grills black finish",,40.0,29.99
1088,0,496,560,panasonic viera 42 ' plasma flat panel hdtv in black th42px80u,"panasonic th-42pz80u 42 ' widescreen 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio",panasonic viera 42 ' plasma flat panel hdtv in black th42px80u 720p display 1024 x 768 native resolution color purity optimizer surround sound anti-reflective filter viera link hdavi control built-in ntsc/atsc/qam tuners 3 hdmi inputs built-in galleryplayer capable sd card memory slot pedestal stand included black finish,,,845.48
1089,0,60,52,sanus 13 ' 30 ' visionmount flat panel tv silver wall mount vmfs,sanus flat panel tv wall mount vmpl50-b,sanus 13 ' 30 ' visionmount flat panel tv silver wall mount vmfs supports up to 40 lbs easy to install fingertip virtual axis tilting system silver finish,steel 130 lb,39.99,
1090,0,665,626,panasonic dect 6.0 black metallic expandable digital cordless phone system kxtg9332t,panasonic kx-tg4321b 5.8 ghz expandable digital cordless phone,panasonic dect 6.0 black metallic expandable digital cordless phone system kxtg9332t 2 handsets up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,1 x phone line ( s ) black,,
1091,0,328,636,panasonic expandable digital cordless dect 6.0 phone system kxtg1032s,panasonic kx-tg9342t cordless phone,panasonic expandable digital cordless dect 6.0 phone system kxtg1032s up to 17 hours of talk time expandable up to 6 handsets up to 3-way conference capability light-up indicator with ringer/message alert backlit lcd on handset digital speakerphone 16-minute all-digital answering system silver finish,"1 x phone line ( s ) black , metallic",69.0,
1092,0,1000,606,panasonic blue 8.1 megapixel digital camera dmcfs3a,panasonic lumix dmc-tz5 digital camera silver,panasonic blue 8.1 megapixel digital camera dmcfs3a 8.1 megapixel 33mm lens 3x optical zoom intelligent auto mode 2.5 ' diagonal intelligent lcd mega optical image stabilization intelligent iso control face detection hi-speed burst mode blue finish,"panasonic lumix dmc-tz5s 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output silver",,
1093,0,890,272,canon pixma ip2600 photo printer ip2600,canon cli-8 green ink tank for pixma pro 9000 printer 0627b002,"canon pixma photo printer ip2600 4800 x 1200 color dpi spectacular resolution fast photo printing fine technology 1,472 precision nozzles auto image fix easy-photoprint ex software 4 in 1 or 2 in 1 printing energy star qualified borderless 4 ' x 6 ' print approx. 55 seconds windows and mac compatible",green,49.0,12.85
1094,0,444,606,sony silver cyber-shot 7.2 megapixel digital camera dscw120,panasonic lumix dmc-tz5 digital camera silver,sony silver cyber-shot 7.2 megapixel digital camera dscw120 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom silver finish,"panasonic lumix dmc-tz5s 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output silver",,
1095,0,952,428,nintendo ds lite metallic silver portable gaming system ndsusgsvb,nintendo ds lite ( crimson & black ) usgsrmkb,nintendo ds lite metallic silver portable gaming system ndsusgsvb dual 3 ' tft color lcd touchscreens slimmer design dual slot compatibility ( ds lite/game boy advance game paks ) twin ultra bright lcd screens up to 19 hours continuous gameplay nintendo wi-fi connection impressive 3d graphics dual stereo speakers metallic silver finish,,139.0,
1096,0,933,858,sony vaio cs series red notebook computer vgncs180jr,sony z570n/b notebook vgnz570n/b,sony vaio cs series red notebook computer vgncs180jr 2.26 ghz intel core 2 duo processor p8400 14.1 ' ( 1280 x 800 ) xbrite-eco widescreen display 320gb serial ata 5400rpm hard drive built-in 1.3 megapixel motion eye camera and microphone 4gb pc2-6400 ( 2gbx2 ) installed memory integrated stereo a2dp bluetooth 1066mhz front side bus speed 3mb l2 cache blu-ray drive ( read only ) genuine microsoft windows vista home premium 64-bit red finish,"intel centrino 2 core 2 duo p9500 2.53 ghz 13.1 ' 3gb ddr3 sdram 320gb hdd dvd-writer ( dvd-ram/r/rw ) bluetooth , gigabit ethernet , wi-fi windows vista business black",,
1097,0,605,524,weber cast iron griddle 7531,"weber cast iron griddle for genesis b , c , 1000 5500 & spirit e & s 300 series",weber cast iron griddle 7531 heavy-duty cast iron griddle fits weber genesis silver a & spirit 500 gas grills,,44.99,
1098,0,625,716,sony black bravia home theater system davhdx279w,panasonic sc-pt660 home theater system,sony black bravia home theater system davhdx279w ipod cradle digital media port and s-air surround wireless included bravia sync 1080p upscaling via hdmi 5-disc dvd/cd player digital cinema auto calibration black finish,"dvd player , 5.1 speakers 5 disc ( s ) progressive scan 1000w rms dolby digital , dts , dolby pro logic",,
1099,0,135,203,sony learning remote control silver finish rmvl600,universal mastercontrol universal learning remote control rf20,sony learning remote control rmvl600 one-touch system control ( 12 macro functions ) controls up to 8 components seamlessly pre-programmed codes are compatible with most brands,"audio/video , tv , vcr , dvd player , cd player , cable box , dvr , audio system , tape deck , pc , satellite radio , ipod , xbox 360 , lighting system 50 ft , 100 ft universal remote",,
